timestamp,asset_id,tempF,pressurePSI,vibrationMM,failure_flag
2025-12-14T09:46:50.638Z,PUMP-101,136.6,92.8,1.18,0
2025-12-14T09:47:50.638Z,PUMP-101,182.1,89.1,1.83,0
2025-12-14T09:48:50.638Z,PUMP-101,154.6,94.6,0.78,0
2025-12-14T09:49:50.638Z,PUMP-101,158.6,87.2,1.36,0
2025-12-14T09:50:50.638Z,PUMP-101,168.6,100.4,1.01,0
2025-12-14T09:51:50.638Z,PUMP-101,144,102.5,1.79,0
2025-12-14T09:52:50.638Z,PUMP-101,166.6,97.5,0.69,0
2025-12-14T09:53:50.638Z,PUMP-101,165.8,95.3,1.15,0
2025-12-14T09:54:50.638Z,PUMP-101,159.7,96.3,1.24,0
2025-12-14T09:55:50.638Z,PUMP-101,174.4,88.9,0.97,0
2025-12-14T09:56:50.638Z,PUMP-101,154.2,94.8,1.05,0
2025-12-14T09:57:50.638Z,PUMP-101,158.7,94.7,0.56,0
2025-12-14T09:58:50.638Z,PUMP-101,154.5,89.4,1.5,0
2025-12-14T09:59:50.638Z,PUMP-101,168.8,99.1,0.84,0
2025-12-14T10:00:50.638Z,PUMP-101,169.8,99,1.27,0
2025-12-14T10:01:50.638Z,PUMP-101,165.8,107.6,1.02,0
2025-12-14T10:02:50.638Z,PUMP-101,177.9,91.7,0.95,0
2025-12-14T10:03:50.638Z,PUMP-101,158.3,95.9,1.02,0
2025-12-14T10:04:50.638Z,PUMP-101,153.7,91.7,1.26,0
2025-12-14T10:05:50.638Z,PUMP-101,162.9,92.3,0.93,0
2025-12-14T10:06:50.638Z,PUMP-101,150.9,92.6,0.95,0
2025-12-14T10:07:50.638Z,PUMP-101,167.7,100.2,0.87,0
2025-12-14T10:08:50.638Z,PUMP-101,172.4,88.3,1.39,0
2025-12-14T10:09:50.638Z,PUMP-101,157.4,96.2,1.43,0
2025-12-14T10:10:50.638Z,PUMP-101,179.2,90.9,1.14,0
2025-12-14T10:11:50.638Z,PUMP-101,169.5,98.2,1.18,0
2025-12-14T10:12:50.638Z,PUMP-101,162.7,92.6,1.48,0
2025-12-14T10:13:50.638Z,PUMP-101,161.4,100.9,1.31,0
2025-12-14T10:14:50.638Z,PUMP-101,160.6,98.1,1.37,0
2025-12-14T10:15:50.638Z,PUMP-101,158.8,105.9,1.08,0
2025-12-14T10:16:50.638Z,PUMP-101,164.3,89.2,0.97,0
2025-12-14T10:17:50.638Z,PUMP-101,161.4,88.9,1.11,0
2025-12-14T10:18:50.638Z,PUMP-101,178.8,91.2,1.44,0
2025-12-14T10:19:50.638Z,PUMP-101,171.7,95.7,1.36,0
2025-12-14T10:20:50.638Z,PUMP-101,166.2,96.2,0.94,0
2025-12-14T10:21:50.638Z,PUMP-101,165.3,86.8,1.32,0
2025-12-14T10:22:50.638Z,PUMP-101,169.9,100.2,0.93,0
2025-12-14T10:23:50.638Z,PUMP-101,173,94,1.24,0
2025-12-14T10:24:50.638Z,PUMP-101,145.5,97.2,0.1,0
2025-12-14T10:25:50.638Z,PUMP-101,169,97,1.53,0
2025-12-14T10:26:50.638Z,PUMP-101,171.7,99.9,1.19,0
2025-12-14T10:27:50.638Z,PUMP-101,179,94.2,1.19,0
2025-12-14T10:28:50.638Z,PUMP-101,166.2,96.3,1.07,0
2025-12-14T10:29:50.638Z,PUMP-101,161,96.6,0.93,0
2025-12-14T10:30:50.638Z,PUMP-101,162.7,98.2,1.32,0
2025-12-14T10:31:50.638Z,PUMP-101,182,97.6,1.69,0
2025-12-14T10:32:50.638Z,PUMP-101,163,100.1,1.47,0
2025-12-14T10:33:50.638Z,PUMP-101,167.6,103.2,1.4,0
2025-12-14T10:34:50.638Z,PUMP-101,157,104.7,1.01,0
2025-12-14T10:35:50.638Z,PUMP-101,165.8,100.1,0.86,0
2025-12-14T10:36:50.638Z,PUMP-101,159,99.3,1.45,0
2025-12-14T10:37:50.638Z,PUMP-101,169.9,97.6,1.22,0
2025-12-14T10:38:50.638Z,PUMP-101,164.7,94.7,1.46,0
2025-12-14T10:39:50.638Z,PUMP-101,163.4,92.3,0.69,0
2025-12-14T10:40:50.638Z,PUMP-101,171.1,91.1,1.28,0
2025-12-14T10:41:50.638Z,PUMP-101,169.8,101.6,0.77,0
2025-12-14T10:42:50.638Z,PUMP-101,168.2,91.7,1.34,0
2025-12-14T10:43:50.638Z,PUMP-101,170.2,99,1.17,0
2025-12-14T10:44:50.638Z,PUMP-101,155.9,90.5,1.6,0
2025-12-14T10:45:50.638Z,PUMP-101,161.6,98.8,1.62,0
2025-12-14T10:46:50.638Z,PUMP-101,168.2,99.8,0.74,0
2025-12-14T10:47:50.638Z,PUMP-101,167.3,83.3,1.17,0
2025-12-14T10:48:50.638Z,PUMP-101,165.8,95.6,1.44,0
2025-12-14T10:49:50.638Z,PUMP-101,169.4,91.4,0.94,0
2025-12-14T10:50:50.638Z,PUMP-101,161,94.3,0.78,0
2025-12-14T10:51:50.638Z,PUMP-101,174.6,97.6,1.35,0
2025-12-14T10:52:50.638Z,PUMP-101,156.8,83.9,1.35,0
2025-12-14T10:53:50.638Z,PUMP-101,149.5,100.1,0.87,0
2025-12-14T10:54:50.638Z,PUMP-101,169.9,96,0.84,0
2025-12-14T10:55:50.638Z,PUMP-101,156.2,84.9,1.36,0
2025-12-14T10:56:50.638Z,PUMP-101,170.7,97.9,1.24,0
2025-12-14T10:57:50.638Z,PUMP-101,152.4,84.8,1.15,0
2025-12-14T10:58:50.638Z,PUMP-101,151.8,94.3,0.84,0
2025-12-14T10:59:50.638Z,PUMP-101,169.5,92.3,1.11,0
2025-12-14T11:00:50.638Z,PUMP-101,174.8,96,1.62,0
2025-12-14T11:01:50.638Z,PUMP-101,163.8,107.2,0.95,0
2025-12-14T11:02:50.638Z,PUMP-101,160.5,89,1.29,0
2025-12-14T11:03:50.638Z,PUMP-101,164,103.3,1.66,0
2025-12-14T11:04:50.638Z,PUMP-101,160.5,89.8,0.72,0
2025-12-14T11:05:50.638Z,PUMP-101,166.6,95.5,1.34,0
2025-12-14T11:06:50.638Z,PUMP-101,179.4,89.5,1.54,0
2025-12-14T11:07:50.638Z,PUMP-101,155.8,95.5,0.94,0
2025-12-14T11:08:50.638Z,PUMP-101,169.1,104.4,1.46,0
2025-12-14T11:09:50.638Z,PUMP-101,144.9,92.5,1.4,0
2025-12-14T11:10:50.638Z,PUMP-101,156.4,99.9,0.58,0
2025-12-14T11:11:50.638Z,PUMP-101,157.7,100.4,1.18,0
2025-12-14T11:12:50.638Z,PUMP-101,178,93.6,1.03,0
2025-12-14T11:13:50.638Z,PUMP-101,162.3,100.7,1.04,0
2025-12-14T11:14:50.638Z,PUMP-101,155.3,92.9,1.17,0
2025-12-14T11:15:50.638Z,PUMP-101,167.5,98.6,0.95,0
2025-12-14T11:16:50.638Z,PUMP-101,171.2,94,1.06,0
2025-12-14T11:17:50.638Z,PUMP-101,170.4,97.8,1.12,0
2025-12-14T11:18:50.638Z,PUMP-101,170.7,89.9,1.32,0
2025-12-14T11:19:50.638Z,PUMP-101,163.6,84.4,1.17,0
2025-12-14T11:20:50.638Z,PUMP-101,175.9,93.6,1.03,0
2025-12-14T11:21:50.638Z,PUMP-101,162.6,94.8,1.02,0
2025-12-14T11:22:50.638Z,PUMP-101,154.4,94.1,1.19,0
2025-12-14T11:23:50.638Z,PUMP-101,155.8,90.3,0.98,0
2025-12-14T11:24:50.638Z,PUMP-101,160.6,95.7,1.03,0
2025-12-14T11:25:50.638Z,PUMP-101,158.1,94.8,0.98,0
2025-12-14T11:26:50.638Z,PUMP-101,156.1,104.8,0.78,0
2025-12-14T11:27:50.638Z,PUMP-101,172.9,88.6,1.74,0
2025-12-14T11:28:50.638Z,PUMP-101,174.3,96.2,1.75,0
2025-12-14T11:29:50.638Z,PUMP-101,171.2,101.4,1.35,0
2025-12-14T11:30:50.638Z,PUMP-101,161.6,89.7,0.56,0
2025-12-14T11:31:50.638Z,PUMP-101,153,90.9,1.53,0
2025-12-14T11:32:50.638Z,PUMP-101,168.2,89.7,1.63,0
2025-12-14T11:33:50.638Z,PUMP-101,161,89.8,1.02,0
2025-12-14T11:34:50.638Z,PUMP-101,171.5,92.3,1.59,0
2025-12-14T11:35:50.638Z,PUMP-101,156.1,94.9,1.35,0
2025-12-14T11:36:50.638Z,PUMP-101,160.8,94.5,1.2,0
2025-12-14T11:37:50.638Z,PUMP-101,168.4,96.7,1.41,0
2025-12-14T11:38:50.638Z,PUMP-101,163.8,91.2,0.73,0
2025-12-14T11:39:50.638Z,PUMP-101,170.1,91.4,1.63,0
2025-12-14T11:40:50.638Z,PUMP-101,158.3,87.2,1.51,0
2025-12-14T11:41:50.638Z,PUMP-101,163.5,96.3,1.47,0
2025-12-14T11:42:50.638Z,PUMP-101,162.7,93.8,1.63,0
2025-12-14T11:43:50.638Z,PUMP-101,166.2,95.3,1.08,0
2025-12-14T11:44:50.638Z,PUMP-101,168.7,90,0.94,0
2025-12-14T11:45:50.638Z,PUMP-101,170.1,99,1.33,0
2025-12-14T11:46:50.638Z,PUMP-101,160.9,96.8,1.18,0
2025-12-14T11:47:50.638Z,PUMP-101,160.8,99.1,1.9,0
2025-12-14T11:48:50.638Z,PUMP-101,168.6,97.9,1.03,0
2025-12-14T11:49:50.638Z,PUMP-101,166.8,87,0.91,0
2025-12-14T11:50:50.638Z,PUMP-101,168.1,92.5,1.05,0
2025-12-14T11:51:50.638Z,PUMP-101,150.9,92.4,1.42,0
2025-12-14T11:52:50.638Z,PUMP-101,157.8,96.8,0.62,0
2025-12-14T11:53:50.638Z,PUMP-101,178.9,95.5,1.48,0
2025-12-14T11:54:50.638Z,PUMP-101,150.4,103.7,1.52,0
2025-12-14T11:55:50.638Z,PUMP-101,162,92.1,1.23,0
2025-12-14T11:56:50.638Z,PUMP-101,167.6,88.1,1.01,0
2025-12-14T11:57:50.638Z,PUMP-101,164.7,103,1.46,0
2025-12-14T11:58:50.638Z,PUMP-101,179.2,90.6,1.33,0
2025-12-14T11:59:50.638Z,PUMP-101,178.3,97.3,1.1,0
2025-12-14T12:00:50.638Z,PUMP-101,172.4,92.5,0.8,0
2025-12-14T12:01:50.638Z,PUMP-101,180.6,98.9,1.21,0
2025-12-14T12:02:50.638Z,PUMP-101,172.9,92,1.37,0
2025-12-14T12:03:50.638Z,PUMP-101,171.5,90.1,1.19,0
2025-12-14T12:04:50.638Z,PUMP-101,156.9,93.9,0.93,0
2025-12-14T12:05:50.638Z,PUMP-101,158.7,93.8,1.42,0
2025-12-14T12:06:50.638Z,PUMP-101,166.2,105.4,1.06,0
2025-12-14T12:07:50.638Z,PUMP-101,149.3,85,0.8,0
2025-12-14T12:08:50.638Z,PUMP-101,172.4,98.6,0.91,0
2025-12-14T12:09:50.638Z,PUMP-101,160.1,98.7,1.12,0
2025-12-14T12:10:50.638Z,PUMP-101,159.2,101.1,0.74,0
2025-12-14T12:11:50.638Z,PUMP-101,155.2,97.2,1.02,0
2025-12-14T12:12:50.638Z,PUMP-101,161.5,93.6,1.37,0
2025-12-14T12:13:50.638Z,PUMP-101,181.2,96.2,1.26,0
2025-12-14T12:14:50.638Z,PUMP-101,162.7,90.2,1.37,0
2025-12-14T12:15:50.638Z,PUMP-101,166.7,95.3,0.93,0
2025-12-14T12:16:50.638Z,PUMP-101,146.2,99.8,0.87,0
2025-12-14T12:17:50.638Z,PUMP-101,155.1,96.2,1.03,0
2025-12-14T12:18:50.638Z,PUMP-101,152.1,95.9,1,0
2025-12-14T12:19:50.638Z,PUMP-101,165.6,101.6,1.57,0
2025-12-14T12:20:50.638Z,PUMP-101,161.5,96.3,0.73,0
2025-12-14T12:21:50.638Z,PUMP-101,166.2,86.7,1.33,0
2025-12-14T12:22:50.638Z,PUMP-101,145.7,85.9,1.07,0
2025-12-14T12:23:50.638Z,PUMP-101,160.5,104.5,1.53,0
2025-12-14T12:24:50.638Z,PUMP-101,155.4,93.8,1.11,0
2025-12-14T12:25:50.638Z,PUMP-101,164.1,90,1.34,0
2025-12-14T12:26:50.638Z,PUMP-101,162.6,93.7,0.83,0
2025-12-14T12:27:50.638Z,PUMP-101,167.4,97.6,1.56,0
2025-12-14T12:28:50.638Z,PUMP-101,170.1,102.4,1.26,0
2025-12-14T12:29:50.638Z,PUMP-101,172.3,94.6,0.62,0
2025-12-14T12:30:50.638Z,PUMP-101,172.2,97.5,1.3,0
2025-12-14T12:31:50.638Z,PUMP-101,180.4,97.6,1.46,0
2025-12-14T12:32:50.638Z,PUMP-101,162.6,92.2,0.8,0
2025-12-14T12:33:50.638Z,PUMP-101,174.6,98.9,1.32,0
2025-12-14T12:34:50.638Z,PUMP-101,160.3,98.4,1.58,0
2025-12-14T12:35:50.638Z,PUMP-101,159.9,90.3,1.19,0
2025-12-14T12:36:50.638Z,PUMP-101,157.1,99,0.92,0
2025-12-14T12:37:50.638Z,PUMP-101,177.8,90.1,1.67,0
2025-12-14T12:38:50.638Z,PUMP-101,166,97.8,1.58,0
2025-12-14T12:39:50.638Z,PUMP-101,167.7,96.3,1.46,0
2025-12-14T12:40:50.638Z,PUMP-101,169.4,106.3,0.96,0
2025-12-14T12:41:50.638Z,PUMP-101,171.2,96.8,1.18,0
2025-12-14T12:42:50.638Z,PUMP-101,170.9,91.1,0.68,0
2025-12-14T12:43:50.638Z,PUMP-101,175,94.6,1.26,0
2025-12-14T12:44:50.638Z,PUMP-101,159.4,92.5,1.46,0
2025-12-14T12:45:50.638Z,PUMP-101,158.5,91.6,1.3,0
2025-12-14T12:46:50.638Z,PUMP-101,171.9,93.5,1.07,0
2025-12-14T12:47:50.638Z,PUMP-101,148.1,94.4,1.13,0
2025-12-14T12:48:50.638Z,PUMP-101,163,96.9,1.32,0
2025-12-14T12:49:50.638Z,PUMP-101,151.6,90.2,0.94,0
2025-12-14T12:50:50.638Z,PUMP-101,167.1,101.2,1.22,0
2025-12-14T12:51:50.638Z,PUMP-101,168,89.3,1.45,0
2025-12-14T12:52:50.638Z,PUMP-101,188.2,91.3,0.68,0
2025-12-14T12:53:50.638Z,PUMP-101,167.6,93.4,1.13,0
