timestamp,asset_id,tempF,pressurePSI,vibrationMM,failure_flag
2025-12-14T09:46:50.783Z,MOTOR-411,149.6,93.7,0.87,0
2025-12-14T09:47:50.783Z,MOTOR-411,152.7,83.7,0.92,0
2025-12-14T09:48:50.783Z,MOTOR-411,156.1,88.5,1.04,0
2025-12-14T09:49:50.783Z,MOTOR-411,162.7,87.6,0.87,0
2025-12-14T09:50:50.783Z,MOTOR-411,163.6,92.4,1.33,0
2025-12-14T09:51:50.783Z,MOTOR-411,160.2,86.1,0.62,0
2025-12-14T09:52:50.783Z,MOTOR-411,169.3,96.2,0.88,0
2025-12-14T09:53:50.783Z,MOTOR-411,146.5,95,1.06,0
2025-12-14T09:54:50.783Z,MOTOR-411,151.2,94.8,0.65,0
2025-12-14T09:55:50.783Z,MOTOR-411,161.9,96.9,1.11,0
2025-12-14T09:56:50.783Z,MOTOR-411,161.7,80.4,1.45,0
2025-12-14T09:57:50.783Z,MOTOR-411,164.1,92.5,1.04,0
2025-12-14T09:58:50.783Z,MOTOR-411,149.2,92.9,1,0
2025-12-14T09:59:50.783Z,MOTOR-411,163,92.4,0.86,0
2025-12-14T10:00:50.783Z,MOTOR-411,154.4,84.4,0.86,0
2025-12-14T10:01:50.783Z,MOTOR-411,154.4,82.9,1.13,0
2025-12-14T10:02:50.783Z,MOTOR-411,165.7,86.9,1.18,0
2025-12-14T10:03:50.783Z,MOTOR-411,167.2,93,1.32,0
2025-12-14T10:04:50.783Z,MOTOR-411,162.4,93.4,1.24,0
2025-12-14T10:05:50.783Z,MOTOR-411,148.7,83.3,1.02,0
2025-12-14T10:06:50.783Z,MOTOR-411,153.2,93.8,1.18,0
2025-12-14T10:07:50.783Z,MOTOR-411,169,93.4,1.17,0
2025-12-14T10:08:50.783Z,MOTOR-411,166.6,96.9,1.11,0
2025-12-14T10:09:50.783Z,MOTOR-411,165.5,100.2,1.11,0
2025-12-14T10:10:50.783Z,MOTOR-411,170.9,77.4,1.32,0
2025-12-14T10:11:50.783Z,MOTOR-411,156.2,91.5,1.29,0
2025-12-14T10:12:50.783Z,MOTOR-411,151.9,95.7,0.99,0
2025-12-14T10:13:50.783Z,MOTOR-411,172.8,93.2,1.17,0
2025-12-14T10:14:50.783Z,MOTOR-411,165,89.9,0.85,0
2025-12-14T10:15:50.783Z,MOTOR-411,168.3,81.6,0.93,0
2025-12-14T10:16:50.783Z,MOTOR-411,153.2,91.3,1.01,0
2025-12-14T10:17:50.783Z,MOTOR-411,164.9,90.2,0.93,0
2025-12-14T10:18:50.783Z,MOTOR-411,159.4,86.2,0.91,0
2025-12-14T10:19:50.783Z,MOTOR-411,159.9,99.4,1.02,0
2025-12-14T10:20:50.783Z,MOTOR-411,158.6,86,1.11,0
2025-12-14T10:21:50.783Z,MOTOR-411,154.1,93.8,1.2,0
2025-12-14T10:22:50.783Z,MOTOR-411,164.2,89.9,0.98,0
2025-12-14T10:23:50.783Z,MOTOR-411,162.3,78.7,0.77,0
2025-12-14T10:24:50.783Z,MOTOR-411,165,85.7,0.8,0
2025-12-14T10:25:50.783Z,MOTOR-411,167.4,85.2,1.03,0
2025-12-14T10:26:50.783Z,MOTOR-411,145.7,94.5,0.97,0
2025-12-14T10:27:50.783Z,MOTOR-411,147.8,89.9,0.8,0
2025-12-14T10:28:50.783Z,MOTOR-411,162,91.5,1.27,0
2025-12-14T10:29:50.783Z,MOTOR-411,175.3,97.2,0.75,0
2025-12-14T10:30:50.783Z,MOTOR-411,172.2,83.7,0.8,0
2025-12-14T10:31:50.783Z,MOTOR-411,158.1,85.1,1.01,0
2025-12-14T10:32:50.783Z,MOTOR-411,156.7,97.9,1.09,0
2025-12-14T10:33:50.783Z,MOTOR-411,178.2,97.8,1.07,0
2025-12-14T10:34:50.783Z,MOTOR-411,141.5,85,0.88,0
2025-12-14T10:35:50.783Z,MOTOR-411,167.1,97,1,0
2025-12-14T10:36:50.783Z,MOTOR-411,169.8,89,1.27,0
2025-12-14T10:37:50.783Z,MOTOR-411,160.8,91.9,0.68,0
2025-12-14T10:38:50.783Z,MOTOR-411,156.2,81.4,0.96,0
2025-12-14T10:39:50.783Z,MOTOR-411,154.3,84.5,1,0
2025-12-14T10:40:50.783Z,MOTOR-411,147.2,93.2,0.9,0
2025-12-14T10:41:50.783Z,MOTOR-411,165.5,82.1,1.11,0
2025-12-14T10:42:50.783Z,MOTOR-411,161.3,94,0.98,0
2025-12-14T10:43:50.783Z,MOTOR-411,161.6,84.9,1.31,0
2025-12-14T10:44:50.783Z,MOTOR-411,150.4,95.7,1.33,0
2025-12-14T10:45:50.783Z,MOTOR-411,169.1,90.4,0.74,0
2025-12-14T10:46:50.783Z,MOTOR-411,162.4,96.4,1.11,0
2025-12-14T10:47:50.783Z,MOTOR-411,155.8,86.7,1.03,0
2025-12-14T10:48:50.783Z,MOTOR-411,156.8,89.5,0.95,0
2025-12-14T10:49:50.783Z,MOTOR-411,156.6,84.9,1.03,0
2025-12-14T10:50:50.783Z,MOTOR-411,165.5,90.2,0.73,0
2025-12-14T10:51:50.783Z,MOTOR-411,170.5,87,0.85,0
2025-12-14T10:52:50.783Z,MOTOR-411,165.6,93.3,1.12,0
2025-12-14T10:53:50.783Z,MOTOR-411,161.6,92.5,0.9,0
2025-12-14T10:54:50.783Z,MOTOR-411,161.8,88.1,1.18,0
2025-12-14T10:55:50.783Z,MOTOR-411,152.5,93,1.02,0
2025-12-14T10:56:50.783Z,MOTOR-411,162.7,87.7,1.05,0
2025-12-14T10:57:50.783Z,MOTOR-411,161.7,97.3,0.99,0
2025-12-14T10:58:50.783Z,MOTOR-411,165.4,88.7,1.12,0
2025-12-14T10:59:50.783Z,MOTOR-411,155.2,87.4,1.22,0
2025-12-14T11:00:50.783Z,MOTOR-411,158.2,76.8,1.28,0
2025-12-14T11:01:50.783Z,MOTOR-411,164.8,96.3,0.84,0
2025-12-14T11:02:50.783Z,MOTOR-411,155.9,88.9,1.06,0
2025-12-14T11:03:50.783Z,MOTOR-411,160.4,91.8,1.23,0
2025-12-14T11:04:50.783Z,MOTOR-411,165.3,92.9,1.15,0
2025-12-14T11:05:50.783Z,MOTOR-411,169.7,87.6,1.1,0
2025-12-14T11:06:50.783Z,MOTOR-411,163.2,85.8,0.81,0
2025-12-14T11:07:50.783Z,MOTOR-411,153.8,92.1,0.54,0
2025-12-14T11:08:50.783Z,MOTOR-411,169.4,84.4,1.17,0
2025-12-14T11:09:50.783Z,MOTOR-411,171.8,88,1.1,0
2025-12-14T11:10:50.783Z,MOTOR-411,158.8,94.3,1.02,0
2025-12-14T11:11:50.783Z,MOTOR-411,150.1,86.1,0.84,0
2025-12-14T11:12:50.783Z,MOTOR-411,168.4,80.2,0.93,0
2025-12-14T11:13:50.783Z,MOTOR-411,149.7,89.4,1.33,0
2025-12-14T11:14:50.783Z,MOTOR-411,181.2,95.3,0.73,0
2025-12-14T11:15:50.783Z,MOTOR-411,162.1,85.1,1.06,0
2025-12-14T11:16:50.783Z,MOTOR-411,162.6,94.6,1.15,0
2025-12-14T11:17:50.783Z,MOTOR-411,169,90.8,1.26,0
2025-12-14T11:18:50.783Z,MOTOR-411,172.2,99.2,0.73,0
2025-12-14T11:19:50.783Z,MOTOR-411,166.9,83.8,1.28,0
2025-12-14T11:20:50.783Z,MOTOR-411,165.9,97.2,0.68,0
2025-12-14T11:21:50.783Z,MOTOR-411,167.5,99.7,1.12,0
2025-12-14T11:22:50.783Z,MOTOR-411,156.4,85.4,0.88,0
2025-12-14T11:23:50.783Z,MOTOR-411,165,89.1,1.09,0
2025-12-14T11:24:50.783Z,MOTOR-411,166,92.5,0.83,0
2025-12-14T11:25:50.783Z,MOTOR-411,161.9,95.8,1.35,0
2025-12-14T11:26:50.783Z,MOTOR-411,153.2,83.8,0.83,0
2025-12-14T11:27:50.783Z,MOTOR-411,152.2,90.8,1.1,0
2025-12-14T11:28:50.783Z,MOTOR-411,156.5,81.7,0.93,0
2025-12-14T11:29:50.783Z,MOTOR-411,161.8,90.7,0.71,0
2025-12-14T11:30:50.783Z,MOTOR-411,159,102,0.99,0
2025-12-14T11:31:50.783Z,MOTOR-411,170.7,87.9,1.02,0
2025-12-14T11:32:50.783Z,MOTOR-411,152.8,85,1.15,0
2025-12-14T11:33:50.783Z,MOTOR-411,164.5,88.1,0.92,0
2025-12-14T11:34:50.783Z,MOTOR-411,169.7,98.7,0.48,0
2025-12-14T11:35:50.783Z,MOTOR-411,158.1,88.2,0.98,0
2025-12-14T11:36:50.783Z,MOTOR-411,156.3,92,1.02,0
2025-12-14T11:37:50.783Z,MOTOR-411,160.1,97,1.42,0
2025-12-14T11:38:50.783Z,MOTOR-411,156.2,90.2,1.05,0
2025-12-14T11:39:50.783Z,MOTOR-411,166.4,88.6,1.45,0
2025-12-14T11:40:50.783Z,MOTOR-411,163.3,98.1,0.73,0
2025-12-14T11:41:50.783Z,MOTOR-411,147.8,85.7,0.91,0
2025-12-14T11:42:50.783Z,MOTOR-411,148.4,91.1,1.2,0
2025-12-14T11:43:50.783Z,MOTOR-411,154.6,95,0.99,0
2025-12-14T11:44:50.783Z,MOTOR-411,155.5,86.9,1.09,0
2025-12-14T11:45:50.783Z,MOTOR-411,162.4,94,0.97,0
2025-12-14T11:46:50.783Z,MOTOR-411,166.1,86.1,1,0
2025-12-14T11:47:50.783Z,MOTOR-411,165.3,90.8,0.94,0
2025-12-14T11:48:50.783Z,MOTOR-411,158.1,91.1,0.92,0
2025-12-14T11:49:50.783Z,MOTOR-411,166.1,88.6,1.23,0
2025-12-14T11:50:50.783Z,MOTOR-411,151.9,89,0.75,0
